<0,agent7-0,noteItem7-4,read> 0.0011602935372628618
<864,doctor7-0,HRitem0-3-1,read> 3.9323007351203706E-4
<865,patient1-2,noteItem1-2,read> 0.0017586788768071894
<866,nurse1-3,nursingItem1-7,read> 0.0016640983872809906
<867,doctor9-0,HRitem9-5-2,read> 9.427700668023262E-4
<868,patient0-7,noteItem0-7,read> 0.002091476862055677
<869,agent0-01,noteItem0-0,read> 4.983093436597635E-4
<870,agent0-0,noteItem0-0agent0-0agent0-1,read> 0.0010365513129343628
<871,agent4-11,noteItem4-3agent4-1,read> 0.003098534249061449
<872,doctor3-1,HR3-7,addItem> 6.496916761484573E-4
<873,nurse1-0,nursingItem1-1,read> 9.992089390638923E-4
<874,doctor6-1,HRitem6-0-2,read> 3.3628978505063364E-4
<875,nurse4-1,nursingItem4-7,read> 9.428042724832536E-4
<876,nurse4-1,nursingItem4-8,read> 9.414947463220407E-4
<877,nurse4-1,nursingItem4-9,read> 9.401852201608278E-4
<878,nurse4-1,nursingItem4-3,read> 9.205423277426338E-4
<879,agent1-0,noteItem1-7,read> 7.61256640511692E-4
<880,nurse4-1,nursingItem4-4,read> 9.139946969365694E-4
<881,patient7-7,HR7-7,addNote> 0.0015689840299118727
<882,nurse8-2,nursingItem8-5,read> 0.0013916214024850113
<883,nurse4-1,nursingItem4-6,read> 0.0016384321998056106
<884,nurse4-1,nursingItem4-0,read> 9.04828013808079E-4
<885,patient3-7,noteItem3-7,read> 0.005286337520441163
<886,nurse4-1,nursingItem4-2,read> 9.192328015814209E-4
<887,nurse1-3,nursingItem1-5,read> 9.434857897874721E-4
<888,agent8-11,HR8-4,addNote> 3.7958338692755555E-4
<889,nurse4-0,nursingItem4-9,read> 9.46006800471421E-4
<890,nurse4-0,nursingItem4-6,read> 9.49959704518426E-4
<891,patient2-8,HR2-8,addNote> 0.0019166466172011406
<892,nurse4-0,nursingItem4-7,read> 9.486420698360911E-4
<893,patient7-6,HR7-6,addNote> 0.0015736821729833493
<894,nurse5-3,nursingItem5-7,read> 9.385269538686609E-4
<895,nurse4-0,nursingItem4-5,read> 9.222893761893915E-4
<896,nurse4-0,nursingItem4-2,read> 9.249246455540613E-4
<897,nurse1-1,nursingItem1-6,read> 0.0016704685228986175
<898,doctor0-1,HR4-4,addItem> 2.2224163419913315E-4
<899,nurse4-0,nursingItem4-3,read> 0.0016032257944240899
<900,nurse4-0,nursingItem4-0,read> 9.104306640483768E-4
<901,patient6-4,HR6-4,addNote> 4.2733526354305894E-4
<902,nurse4-3,nursingItem4-5,read> 8.995868684678064E-4
<903,nurse4-3,nursingItem4-6,read> 9.26576081022588E-4
<904,nurse4-3,nursingItem4-7,read> 0.0016186462323095824
<905,patient7-9,HR7-9,addNote> 0.0015783803160548256
<906,nurse4-3,nursingItem4-8,read> 9.240056798268943E-4
<907,agent1-1,HR1-4,addNote> 0.0012493937940312799
<908,patient2-9,HR2-9,addNote> 0.0019354391894870473
<909,doctor5-0,HRitem0-1-1,read> 1.4693022109759434E-4
<910,nurse4-3,nursingItem4-0,read> 0.0015534469859592459
<911,nurse4-3,nursingItem4-2,read> 0.0015781777345748903
<912,nurse4-3,nursingItem4-4,read> 0.0015691847350782929
<913,patient6-5,HR6-5,addNote> 4.0384454818567593E-4
<914,nurse9-3,nursingItem9-2,read> 8.119573953843423E-4
<915,nurse9-3,nursingItem9-3,read> 8.004666794436349E-4
<916,nurse9-3,nursingItem9-5,read> 8.183411264625132E-4
<917,nurse9-3,nursingItem9-8,read> 8.170643802468791E-4
<918,nurse4-2,nursingItem4-6,read> 9.324219868965475E-4
<919,patient4-0,HR4-0,addNote> 0.0013810583070528086
<920,nurse4-2,nursingItem4-7,read> 9.311286777775787E-4
<921,nurse4-2,nursingItem4-5,read> 9.052624953982027E-4
<922,doctor2-1,HR1-0,addItem> 5.888573706255628E-4
<923,doctor2-1,HR1-4,addItem> 5.860925116027686E-4
<924,doctor2-1,HR1-3,addItem> 5.847100820913714E-4
<925,nurse4-2,nursingItem4-2,read> 9.078491136361401E-4
<926,nurse4-2,nursingItem4-3,read> 9.09142422755109E-4
<927,nurse4-2,nursingItem4-0,read> 8.936227133274835E-4
<928,nurse8-1,nursingItem8-4,read> 0.0015664683482102917
<929,doctor7-1,HRitem8-5-3,read> 6.209912273576508E-4
<930,nurse8-1,nursingItem8-2,read> 0.0015712811550152646
<931,nurse4-2,nursingItem4-1,read> 8.962093315654211E-4
<932,doctor2-1,HR1-5,addItem> 5.874749411141656E-4
<933,nurse3-0,nursingItem3-2,read> 0.0010948275600277167
<934,patient2-2,noteItem2-2agent2-0,read> 0.001050736083292087
<935,patient7-0,HR7-0,addNote> 0.0015454933145544894
<936,nurse3-0,nursingItem3-4,read> 0.0010836320502532536
<937,patient3-5,HR3-5,addNote> 0.0018038911834857023
<938,doctor2-1,HR1-9,addItem> 5.542966328406331E-4
<939,patient6-6,HR6-6,addNote> 4.1324083432862913E-4
<940,nurse3-0,nursingItem3-5,read> 6.21384485611644E-4
<941,agent7-11,noteItem7-5,read> 5.80267365769172E-4
<942,nurse0-2,nursingItem0-6,read> 9.459425834908008E-4
<943,nurse3-0,nursingItem3-9,read> 0.0011530442108549257
<944,agent7-11,noteItem7-5agent7-1,read> 0.0019126850140780386
<945,nurse3-0,nursingItem3-0,read> 6.226605382902339E-4
<946,nurse5-2,nursingItem5-1,read> 9.214019652447773E-4
<947,nurse3-0,nursingItem3-1,read> 0.0010970666619826096
<948,doctor4-0,HRitem4-0-0,read> 5.9583156501424E-4
<949,nurse9-1,nursingItem9-7,read> 8.236696401571506E-4
<950,nurse3-1,nursingItem3-1,read> 6.405083658161577E-4
<951,nurse9-1,nursingItem9-9,read> 8.326932136521881E-4
<952,nurse3-1,nursingItem3-0,read> 0.001107821743413258
<953,patient9-1,noteItem9-1,read> 0.0033370921782714474
<954,nurse9-1,nursingItem9-3,read> 0.001411992426211481
<955,nurse9-1,nursingItem9-5,read> 8.262478040128757E-4
<956,nurse9-1,nursingItem9-6,read> 0.0014457743942739606
<957,nurse3-1,nursingItem3-9,read> 6.73190143134781E-4
<958,nurse9-1,nursingItem9-0,read> 8.584748522094383E-4
<959,nurse9-1,nursingItem9-1,read> 8.159351485899756E-4
<960,nurse3-1,nursingItem3-7,read> 0.001162309432270404
<961,nurse3-1,nursingItem3-6,read> 0.0011032811026751624
<962,patient6-7,HR6-7,addNote> 3.8505197589976955E-4
<963,nurse3-1,nursingItem3-4,read> 6.326647392596879E-4
<964,nurse3-1,nursingItem3-3,read> 6.339720103524329E-4
<965,doctor0-0,HRitem1-3-3,read> 7.865153217221958E-4
<966,patient4-2,HR4-2,addNote> 0.0013622657347669021
<967,nurse3-2,nursingItem3-1,read> 6.366844352739716E-4
<968,nurse3-2,nursingItem3-3,read> 6.301871028279408E-4
<969,nurse9-2,nursingItem9-8,read> 8.328530639231472E-4
<970,nurse3-2,nursingItem3-2,read> 6.353849687847654E-4
<971,patient1-0,HR1-0,addNote> 0.0020012131924877197
<972,nurse9-2,nursingItem9-9,read> 8.406615697636923E-4
<973,nurse9-2,nursingItem9-6,read> 8.354558992033289E-4
<974,nurse9-2,nursingItem9-7,read> 8.315516462830564E-4
<975,patient9-2,noteItem9-2,read> 0.003327583664407205
<976,nurse9-2,nursingItem9-4,read> 8.198388875222386E-4
<977,nurse3-2,nursingItem3-9,read> 6.691710975041257E-4
<978,agent2-01,noteItem2-2agent2-0,read> 6.491515312003242E-4
<979,nurse9-2,nursingItem9-2,read> 8.276473933627838E-4
<980,nurse3-2,nursingItem3-8,read> 0.001162838831981383
<981,nurse3-2,nursingItem3-5,read> 0.0011017509063126405
<982,doctor6-1,HRitem8-0-2,read> 4.303074706496951E-4
<983,nurse3-2,nursingItem3-4,read> 6.288876363387346E-4
<984,patient6-8,HR6-8,addNote> 3.9444826204272274E-4
<985,doctor9-1,HRitem7-1-3,read> 1.6679311242133972E-4
<986,doctor1-1,HR0-8,addItem> 1.4911674486335836E-4
<987,doctor1-1,HR0-5,addItem> 1.4351770907272736E-4
<988,patient4-3,HR4-3,addNote> 0.0013481713055524722
<989,nurse7-0,nursingItem7-9,read> 1.9222795219619386E-4
<990,patient7-5,HR7-5,addNote> 0.0015595877437689196
<991,doctor1-1,HR0-3,addItem> 1.455537220875023E-4
<992,doctor1-1,HR0-4,addItem> 1.465717285948897E-4
<993,patient4-7,noteItem4-7agent4-0,read> 0.003922012184839831
<994,doctor1-1,HR0-1,addItem> 1.40463689550565E-4
<995,doctor1-0,HR8-6,addItem> 1.5654376214877712E-4
<996,patient7-1,noteItem7-1,read> 0.002043934292734465
<997,doctor1-0,HR8-5,addItem> 1.5490452147118801E-4
<998,doctor1-0,HR8-4,addItem> 1.54189351814094E-4
<999,doctor1-0,HR8-3,addItem> 1.5259215417819566E-4
<1000,nurse3-3,nursingItem3-3,read> 6.415418254014171E-4
<1001,doctor1-0,HR8-2,addItem> 1.5779498058742853E-4
<1002,nurse3-3,nursingItem3-2,read> 6.468333466007072E-4
<1003,doctor1-0,HR8-1,addItem> 1.6184118540181423E-4
<1004,patient6-5,noteItem6-5,read> 0.005447982256133286
<1005,nurse3-3,nursingItem3-1,read> 6.481562269005297E-4
<1006,doctor1-0,HR8-0,addItem> 1.5606070511768423E-4
<1007,nurse3-3,nursingItem3-8,read> 6.799053540962695E-4
<1008,nurse3-3,nursingItem3-7,read> 6.772595934966246E-4
<1009,patient6-9,HR6-9,addNote> 4.4612783582896533E-4
<1010,nurse2-0,nursingItem2-8,read> 0.001139692309654377
<1011,nurse3-3,nursingItem3-6,read> 6.428647057012398E-4
<1012,nurse3-3,nursingItem3-5,read> 6.441875860010622E-4
<1013,doctor1-0,HR8-9,addItem> 1.5027978688520325E-4
<1014,nurse3-3,nursingItem3-9,read> 6.812282343960919E-4
<1015,doctor1-0,HR8-8,addItem> 1.518349414794108E-4
<1016,patient2-1,HR2-1,addNote> 0.001949533618701477
<1017,patient9-3,noteItem9-3,read> 0.0033656177198641748
<1018,patient4-4,HR4-4,addNote> 0.0013575675916954254
<1019,patient9-9,HR9-9,addNote> 0.0016347580329125451
<1020,nurse9-0,nursingItem9-4,read> 8.431518416697904E-4
<1021,nurse9-0,nursingItem9-5,read> 8.578745142143254E-4
<1022,nurse9-0,nursingItem9-2,read> 8.511823903304459E-4
<1023,nurse1-0,nursingItem1-5,read> 9.898324601629966E-4
<1024,nurse9-0,nursingItem9-3,read> 8.391365673394627E-4
<1025,doctor2-0,HR2-3,addItem> 0.0013745396335411346
<1026,nurse9-0,nursingItem9-8,read> 8.565360894375496E-4
<1027,nurse9-0,nursingItem9-7,read> 8.551976646607737E-4
<1028,nurse9-0,nursingItem9-0,read> 0.001532685824598213
<1029,nurse9-0,nursingItem9-1,read> 0.0014567371808466153
<1030,doctor0-1,HRitem8-2-0,read> 1.6149634140167425E-4
<1031,doctor7-1,HR7-9,addItem> 3.789022487820373E-4
<1032,doctor7-1,HR7-8,addItem> 3.8003007390553594E-4
<1033,doctor7-1,HR7-2,addItem> 3.732631231645445E-4
<1034,doctor7-1,HR7-6,addItem> 3.777744236585388E-4
<1035,doctor7-1,HR7-7,addItem> 3.7664659853504023E-4
<1036,doctor7-1,HR7-4,addItem> 3.7551877341154166E-4
<1037,patient9-7,HR9-7,addNote> 0.0016206636036981152
<1038,patient3-4,HR3-4,addNote> 0.001799193040414226
<1039,patient9-4,HR9-4,addNote> 0.001695833892841741
<1040,doctor6-1,HR8-5,addItem> 2.6800941016443637E-4
<1041,doctor6-1,HR8-0,addItem> 2.700097913940886E-4
<1042,nurse1-3,HR1-4,addItem> 1.9541060871196506E-4
<1043,doctor7-0,HR7-8,addItem> 3.7492042585302455E-4
<1044,agent6-1,noteItem6-9agent6-1,read> 0.0016141218444090336
<1045,doctor7-0,HR7-7,addItem> 3.7158244258835065E-4
<1046,doctor7-0,HR7-4,addItem> 3.7046978150012596E-4
<1047,doctor7-0,HR7-6,addItem> 3.7269510367657534E-4
<1048,nurse8-1,nursingItem8-9,read> 9.294599175070581E-4
<1049,doctor7-0,HR7-1,addItem> 4.7638279605896904E-4
<1050,doctor7-0,HR7-2,addItem> 3.6824445932367674E-4
<1051,doctor6-1,HR8-7,addItem> 2.5900769463100176E-4
<1052,agent1-0,noteItem1-7agent1-0,read> 7.360308789898618E-4
<1053,nurse5-2,nursingItem5-3,read> 0.0015967381707832737
<1054,doctor8-1,HR8-1,addItem> 2.8412119214985167E-4
<1055,agent7-0,HR7-4,addNote> 0.0014010828317172835
<1056,doctor8-1,HR8-4,addItem> 2.7068797318474273E-4
<1057,doctor8-1,HR8-6,addItem> 2.748212713278532E-4
<1058,doctor8-1,HR8-8,addItem> 2.665546750416323E-4
<1059,patient1-8,HR1-8,addNote> 0.0018978540449152343
<1060,doctor8-0,HR8-1,addItem> 2.830936290679354E-4
<1061,doctor8-0,HR8-6,addItem> 2.738273426792895E-4
<1062,doctor8-0,HR8-4,addItem> 2.6970899317322466E-4
<1063,doctor8-0,HR8-8,addItem> 2.6559064366715984E-4
<1064,patient1-9,HR1-9,addNote> 0.0018837596157008046
<1065,agent8-01,noteItem8-4agent8-1,read> 1.5609567441631834E-4
<1066,patient4-5,noteItem4-5,read> 0.005210269409527224
<1067,patient9-0,HR9-0,addNote> 0.001658248748269928
<1068,patient5-1,HR5-1,addNote> 0.0018132874696286556
<1069,patient3-1,HR3-1,addNote> 0.0017710041819853667
<1070,doctor9-0,HR9-5,addItem> 2.511511916223751E-4
<1071,nurse7-0,nursingItem7-1,read> 2.0384228441280305E-4
<1072,patient8-3,HR8-3,addNote> 0.001240114014908511
<1073,doctor5-0,HR0-3,addItem> 1.908975607440451E-4
<1074,nurse7-0,nursingItem7-0,read> 3.5371041238176337E-4
<1075,nurse7-0,nursingItem7-7,read> 1.8964698948139186E-4
<1076,nurse7-0,nursingItem7-6,read> 1.9738987762579798E-4
<1077,doctor5-0,HR0-8,addItem> 1.9557055946253546E-4
<1078,doctor9-0,HR9-7,addItem> 2.380401505943495E-4
<1079,nurse2-0,nursingItem2-4,read> 6.529416973259347E-4
<1080,nurse7-0,nursingItem7-8,read> 1.870660267665898E-4

