<0,agent7-0,noteItem7-4,read> 9.048070325724565E-4
<862,nurse6-3,HR6-0,addItem> 2.8433802344456347E-5
<863,doctor6-1,HRitem3-1-0,read> 3.919642309077982E-5
<864,doctor7-0,HRitem0-3-1,read> 3.066442451898878E-4
<865,patient1-2,noteItem1-2,read> 0.0013714331457241207
<866,nurse1-3,nursingItem1-7,read> 0.0012976784540714146
<867,doctor9-0,HRitem9-5-2,read> 7.351803307927057E-4
<868,patient0-7,noteItem0-7,read> 0.0016309519207654047
<869,agent0-01,noteItem0-0,read> 3.8858597765142476E-4
<870,agent0-0,noteItem0-0agent0-0agent0-1,read> 8.083117654672848E-4
<871,agent4-11,noteItem4-3agent4-1,read> 0.0024162640652390975
<872,doctor3-1,HR3-7,addItem> 5.066352424660071E-4
<873,nurse1-0,nursingItem1-1,read> 7.79191856232371E-4
<874,doctor6-1,HRitem6-0-2,read> 2.622417110189934E-4
<875,nurse4-1,nursingItem4-7,read> 7.352070046813926E-4
<876,nurse4-1,nursingItem4-8,read> 7.341858247454962E-4
<877,nurse4-1,nursingItem4-9,read> 7.331646448095999E-4
<878,nurse4-1,nursingItem4-3,read> 7.178469457711542E-4
<879,agent1-0,noteItem1-7,read> 5.936345759128515E-4
<880,nurse4-1,nursingItem4-4,read> 7.127410460916725E-4
<881,patient7-7,HR7-7,addNote> 0.0012235074476128211
<882,nurse8-2,nursingItem8-5,read> 0.001085198521933615
<883,nurse4-1,nursingItem4-6,read> 0.0012776637369492025
<884,nurse4-1,nursingItem4-0,read> 7.055927865403979E-4
<885,patient3-7,noteItem3-7,read> 0.004122332161161734
<886,nurse4-1,nursingItem4-2,read> 7.168257658352579E-4
<887,nurse1-3,nursingItem1-5,read> 7.357384578265436E-4
<888,agent8-11,HR8-4,addNote> 2.960024398221882E-4
<889,nurse4-0,nursingItem4-9,read> 7.377043639725076E-4
<890,nurse4-0,nursingItem4-6,read> 7.407868730669317E-4
<891,patient2-8,HR2-8,addNote> 0.0014946177691300224
<892,nurse4-0,nursingItem4-7,read> 7.39759370035457E-4
<893,patient7-6,HR7-6,addNote> 0.001227171100606297
<894,nurse5-3,nursingItem5-7,read> 7.31871514274227E-4
<895,nurse4-0,nursingItem4-5,read> 7.192093094059634E-4
<896,nurse4-0,nursingItem4-2,read> 7.212643154689127E-4
<897,nurse1-1,nursingItem1-6,read> 0.0013026459414529833
<898,doctor0-1,HR4-4,addItem> 1.7330596706427703E-4
<899,nurse4-0,nursingItem4-3,read> 0.0012502094745942274
<900,nurse4-0,nursingItem4-0,read> 7.099617821226914E-4
<901,patient6-4,HR6-4,addNote> 3.3323977019822685E-4
<902,nurse4-3,nursingItem4-5,read> 7.015056956359704E-4
<903,nurse4-3,nursingItem4-6,read> 7.22552119268361E-4
<904,nurse4-3,nursingItem4-7,read> 0.0012622344667156645
<905,patient7-9,HR7-9,addNote> 0.0012308347535997725
<906,nurse4-3,nursingItem4-8,read> 7.20547697970038E-4
<907,agent1-1,HR1-4,addNote> 9.742881908647416E-4
<908,patient2-9,HR2-9,addNote> 0.0015092723811039254
<909,doctor5-0,HRitem0-1-1,read> 1.145774694739261E-4
<910,nurse4-3,nursingItem4-0,read> 0.0012113915250619753
<911,nurse4-3,nursingItem4-2,read> 0.0012306767787926846
<912,nurse4-3,nursingItem4-4,read> 0.001223663959254245
<913,patient6-5,HR6-5,addNote> 3.149215052308484E-4
<914,nurse9-3,nursingItem9-2,read> 6.331714673047696E-4
<915,nurse9-3,nursingItem9-3,read> 6.242109066720088E-4
<916,nurse9-3,nursingItem9-5,read> 6.381495565451925E-4
<917,nurse9-3,nursingItem9-8,read> 6.371539386971079E-4
<918,nurse4-2,nursingItem4-6,read> 7.271108077180037E-4
<919,patient4-0,HR4-0,addNote> 0.0010769613278737934
<920,nurse4-2,nursingItem4-7,read> 7.26102273973264E-4
<921,nurse4-2,nursingItem4-5,read> 7.059315990784687E-4
<922,doctor2-1,HR1-0,addItem> 4.5919611978622064E-4
<923,doctor2-1,HR1-4,addItem> 4.5704005857622967E-4
<924,doctor2-1,HR1-3,addItem> 4.5596202797123413E-4
<925,nurse4-2,nursingItem4-2,read> 7.079486665679481E-4
<926,nurse4-2,nursingItem4-3,read> 7.089572003126878E-4
<927,nurse4-2,nursingItem4-0,read> 6.968547953758109E-4
<928,nurse8-1,nursingItem8-4,read> 0.001221545697053843
<929,doctor7-1,HRitem8-5-3,read> 4.8425438187346535E-4
<930,nurse8-1,nursingItem8-2,read> 0.0012252987658279953
<931,nurse4-2,nursingItem4-1,read> 6.988718628652904E-4
<932,doctor2-1,HR1-5,addItem> 4.581180891812251E-4
<933,nurse3-0,nursingItem3-2,read> 8.537560918455772E-4
<934,patient2-2,noteItem2-2agent2-0,read> 8.193731732601532E-4
<935,patient7-0,HR7-0,addNote> 0.0012051891826454426
<936,nurse3-0,nursingItem3-4,read> 8.45025735559129E-4
<937,patient3-5,HR3-5,addNote> 0.0014066900972866058
<938,doctor2-1,HR1-9,addItem> 4.3224535466133247E-4
<939,patient6-6,HR6-6,addNote> 3.222488112177997E-4
<940,nurse3-0,nursingItem3-5,read> 4.845610480940405E-4
<941,agent7-11,noteItem7-5,read> 4.524975589873482E-4
<942,nurse0-2,nursingItem0-6,read> 7.376542870102477E-4
<943,nurse3-0,nursingItem3-9,read> 8.991539445351078E-4
<944,agent7-11,noteItem7-5agent7-1,read> 0.0014915284764200937
<945,nurse3-0,nursingItem3-0,read> 4.8555612511588163E-4
<946,nurse5-2,nursingItem5-1,read> 7.185172986020743E-4
<947,nurse3-0,nursingItem3-1,read> 8.555021631028669E-4
<948,doctor4-0,HRitem4-0-0,read> 4.646346574723725E-4
<949,nurse9-1,nursingItem9-7,read> 6.42304778055294E-4
<950,nurse3-1,nursingItem3-1,read> 4.994740168760058E-4
<951,nurse9-1,nursingItem9-9,read> 6.493414394647031E-4
<952,nurse3-1,nursingItem3-0,read> 8.638890695207862E-4
<953,patient9-1,noteItem9-1,read> 0.0026022936216342123
<954,nurse9-1,nursingItem9-3,read> 0.00110108402412463
<955,nurse9-1,nursingItem9-5,read> 6.443152527436968E-4
<956,nurse9-1,nursingItem9-6,read> 0.0011274274978193778
<957,nurse3-1,nursingItem3-9,read> 5.249595522213244E-4
<958,nurse9-1,nursingItem9-0,read> 6.694461863487294E-4
<959,nurse9-1,nursingItem9-1,read> 6.362733539900862E-4
<960,nurse3-1,nursingItem3-7,read> 9.063790451030568E-4
<961,nurse3-1,nursingItem3-6,read> 8.603482382222636E-4
<962,patient6-7,HR6-7,addNote> 3.0026689325694556E-4
<963,nurse3-1,nursingItem3-4,read> 4.933574883931293E-4
<964,nurse3-1,nursingItem3-3,read> 4.94376909806942E-4
<965,doctor0-0,HRitem1-3-3,read> 6.133315160911816E-4
<966,patient4-2,HR4-2,addNote> 0.0010623067158998904
<967,nurse3-2,nursingItem3-1,read> 4.964920824468953E-4
<968,nurse3-2,nursingItem3-3,read> 4.914254058677961E-4
<969,nurse9-2,nursingItem9-8,read> 6.494660921018829E-4
<970,nurse3-2,nursingItem3-2,read> 4.954787471310755E-4
<971,patient1-0,HR1-0,addNote> 0.0015605635230125853
<972,nurse9-2,nursingItem9-9,read> 6.555552331437912E-4
<973,nurse9-2,nursingItem9-6,read> 6.51495805782519E-4
<974,nurse9-2,nursingItem9-7,read> 6.484512352615649E-4
<975,patient9-2,noteItem9-2,read> 0.0025948787994901756
<976,nurse9-2,nursingItem9-4,read> 6.393175236987022E-4
<977,nurse3-2,nursingItem3-9,read> 5.218254653423912E-4
<978,agent2-01,noteItem2-2agent2-0,read> 5.062140327186598E-4
<979,nurse9-2,nursingItem9-2,read> 6.454066647406106E-4
<980,nurse3-2,nursingItem3-8,read> 9.067918756206393E-4
<981,nurse3-2,nursingItem3-5,read> 8.591549777363931E-4
<982,doctor6-1,HRitem8-0-2,read> 3.3555752325465624E-4
<983,nurse3-2,nursingItem3-4,read> 4.904120705519762E-4
<984,patient6-8,HR6-8,addNote> 3.0759419924389694E-4
<985,doctor9-1,HRitem7-1-3,read> 1.3006672558005204E-4
<986,doctor1-1,HR0-8,addItem> 1.162825398001964E-4
<987,doctor1-1,HR0-5,addItem> 1.1191636279731604E-4
<988,patient4-3,HR4-3,addNote> 0.0010513157569194632
<989,nurse7-0,nursingItem7-9,read> 1.4990103574515984E-4
<990,patient7-5,HR7-5,addNote> 0.0012161801416258698
<991,doctor1-1,HR0-3,addItem> 1.1350406352563618E-4
<992,doctor1-1,HR0-4,addItem> 1.1429791388979622E-4
<993,patient4-7,noteItem4-7agent4-0,read> 0.003058419350545777
<994,doctor1-1,HR0-1,addItem> 1.0953481170483583E-4
<995,doctor1-0,HR8-6,addItem> 1.2207419273548435E-4
<996,patient7-1,noteItem7-1,read> 0.0015938778100452215
<997,doctor1-0,HR8-5,addItem> 1.2079589854049956E-4
<998,doctor1-0,HR8-4,addItem> 1.2023820299670847E-4
<999,doctor1-0,HR8-3,addItem> 1.1899269433277329E-4
<1000,nurse3-3,nursingItem3-3,read> 5.002799176852338E-4
<1001,doctor1-0,HR8-2,addItem> 1.2304990380015748E-4
<1002,nurse3-3,nursingItem3-2,read> 5.044062921244282E-4
<1003,doctor1-0,HR8-1,addItem> 1.262051696477301E-4
<1004,patient6-5,noteItem6-5,read> 0.004248384137610359
<1005,nurse3-3,nursingItem3-1,read> 5.054378857342268E-4
<1006,doctor1-0,HR8-0,addItem> 1.2169750064436274E-4
<1007,nurse3-3,nursingItem3-8,read> 5.301961323693925E-4
<1008,nurse3-3,nursingItem3-7,read> 5.281329451497954E-4
<1009,patient6-9,HR6-9,addNote> 3.478943821721296E-4
<1010,nurse2-0,nursingItem2-8,read> 8.88742015384E-4
<1011,nurse3-3,nursingItem3-6,read> 5.013115112950325E-4
<1012,nurse3-3,nursingItem3-5,read> 5.02343104904831E-4
<1013,doctor1-0,HR8-9,addItem> 1.1718949012504694E-4
<1014,nurse3-3,nursingItem3-9,read> 5.31227725979191E-4
<1015,doctor1-0,HR8-8,addItem> 1.1840221325793256E-4
<1016,patient2-1,HR2-1,addNote> 0.0015202633400843526
<1017,patient9-3,noteItem9-3,read> 0.0026245380880663225
<1018,patient4-4,HR4-4,addNote> 0.0010586430629064146
<1019,patient9-9,HR9-9,addNote> 0.001274798589521481
<1020,nurse9-0,nursingItem9-4,read> 6.574971689223619E-4
<1021,nurse9-0,nursingItem9-5,read> 6.689780375377138E-4
<1022,nurse9-0,nursingItem9-2,read> 6.637594608943721E-4
<1023,nurse1-0,nursingItem1-5,read> 7.71879996105742E-4
<1024,nurse9-0,nursingItem9-3,read> 6.54366022936357E-4
<1025,doctor2-0,HR2-3,addItem> 0.0010718780093453455
<1026,nurse9-0,nursingItem9-8,read> 6.679343222090455E-4
<1027,nurse9-0,nursingItem9-7,read> 6.668906068803772E-4
<1028,nurse9-0,nursingItem9-0,read> 0.0011952017901366667
<1029,nurse9-0,nursingItem9-1,read> 0.00113597637452081
<1030,doctor0-1,HRitem8-2-0,read> 1.259362572850851E-4
<1031,doctor7-1,HR7-9,addItem> 2.954712823483026E-4
<1032,doctor7-1,HR7-8,addItem> 2.963507702282927E-4
<1033,doctor7-1,HR7-2,addItem> 2.9107384294835276E-4
<1034,doctor7-1,HR7-6,addItem> 2.945917944683127E-4
<1035,doctor7-1,HR7-7,addItem> 2.937123065883227E-4
<1036,doctor7-1,HR7-4,addItem> 2.928328187083327E-4
<1037,patient9-7,HR9-7,addNote> 0.0012638076305410539
<1038,patient3-4,HR3-4,addNote> 0.0014030264442931302
<1039,patient9-4,HR9-4,addNote> 0.001322426078436665
<1040,doctor6-1,HR8-5,addItem> 2.089960784272135E-4
<1041,doctor6-1,HR8-0,addItem> 2.105559931783419E-4
<1042,nurse1-3,HR1-4,addItem> 1.5238289908857337E-4
<1043,doctor7-0,HR7-8,addItem> 2.92366222057156E-4
<1044,agent6-1,noteItem6-9agent6-1,read> 0.001258706309521788
<1045,doctor7-0,HR7-7,addItem> 2.897632335585638E-4
<1046,doctor7-0,HR7-4,addItem> 2.8889557072569967E-4
<1047,doctor7-0,HR7-6,addItem> 2.906308963914279E-4
<1048,nurse8-1,nursingItem8-9,read> 7.248009601419326E-4
<1049,doctor7-0,HR7-1,addItem> 3.714874643596637E-4
<1050,doctor7-0,HR7-2,addItem> 2.8716024505997156E-4
<1051,doctor6-1,HR8-7,addItem> 2.019764620471361E-4
<1052,agent1-0,noteItem1-7agent1-0,read> 5.739633067952189E-4
<1053,nurse5-2,nursingItem5-3,read> 0.0012451503690262163
<1054,doctor8-1,HR8-1,addItem> 2.2156018671490394E-4
<1055,agent7-0,HR7-4,addNote> 0.0010925766270704765
<1056,doctor8-1,HR8-4,addItem> 2.1108484526088817E-4
<1057,doctor8-1,HR8-6,addItem> 2.143080272467392E-4
<1058,doctor8-1,HR8-8,addItem> 2.0786166327503718E-4
<1059,patient1-8,HR1-8,addNote> 0.0014799631571561199
<1060,doctor8-0,HR8-1,addItem> 2.207588840504739E-4
<1061,doctor8-0,HR8-6,addItem> 2.1353295300714878E-4
<1062,doctor8-0,HR8-4,addItem> 2.103214280990043E-4
<1063,doctor8-0,HR8-8,addItem> 2.071099031908598E-4
<1064,patient1-9,HR1-9,addNote> 0.0014689721981756927
<1065,agent8-01,noteItem8-4agent8-1,read> 1.2172477000880555E-4
<1066,patient4-5,noteItem4-5,read> 0.004063013584009441
<1067,patient9-0,HR9-0,addNote> 0.0012931168544888594
<1068,patient5-1,HR5-1,addNote> 0.0014140174032735574
<1069,patient3-1,HR3-1,addNote> 0.0013810445263322763
<1070,doctor9-0,HR9-5,addItem> 1.9584989239442444E-4
<1071,nurse7-0,nursingItem7-1,read> 1.589579934293429E-4
<1072,patient8-3,HR8-3,addNote> 9.670517380695225E-4
<1073,doctor5-0,HR0-3,addItem> 1.488635848731864E-4
<1074,nurse7-0,nursingItem7-0,read> 2.758264683367093E-4
<1075,nurse7-0,nursingItem7-7,read> 1.478883784820081E-4
<1076,nurse7-0,nursingItem7-6,read> 1.5392635027146345E-4
<1077,doctor5-0,HR0-8,addItem> 1.5250763008063144E-4
<1078,doctor9-0,HR9-7,addItem> 1.8562578810915167E-4
<1079,nurse2-0,nursingItem2-4,read> 5.091696373608783E-4
<1080,nurse7-0,nursingItem7-8,read> 1.4587572121885627E-4
<1081,doctor9-0,HR9-9,addItem> 1.8724012036472104E-4
<1082,nurse7-0,nursingItem7-3,read> 1.5292002163988755E-4
<1083,nurse5-0,nursingItem5-9,read> 7.172770809701443E-4
<1084,doctor5-0,HR0-5,addItem> 1.4678127332607492E-4
<1085,nurse7-0,nursingItem7-2,read> 1.5996432206091883E-4
<1086,doctor5-0,HR0-4,addItem> 1.499047406467421E-4
<1087,nurse7-0,nursingItem7-5,read> 2.7231182260266043E-4
<1088,nurse7-0,nursingItem7-4,read> 1.5191369300831165E-4
<1089,doctor8-1,HR1-1,addItem> 3.3658273475928085E-4
<1090,nurse5-3,nursingItem5-5,read> 0.0012723504020185142
<1091,nurse5-3,nursingItem5-1,read> 0.0012528292474806582
<1092,nurse5-3,nursingItem5-2,read> 7.247059210346401E-4
<1093,nurse5-3,nursingItem5-3,read> 7.206112963263048E-4
<1094,nurse5-3,nursingItem5-4,read> 7.216349525033886E-4
<1095,patient1-7,HR1-7,addNote> 0.0014579812391952657
<1096,agent5-1,noteItem5-7agent5-1,read> 0.0011469863787286158
<1097,doctor1-1,HRitem2-2-1,read> 1.1531123630104777E-4
<1098,doctor9-0,HR1-7,addItem> 1.1629811441051728E-4
<1099,doctor9-0,HR1-6,addItem> 1.1659035132244823E-4
<1100,doctor9-0,HR1-1,addItem> 1.2477298485651458E-4
<1101,nurse1-2,nursingItem1-0,read> 7.32880497527805E-4
<1102,patient1-1,HR1-1,addNote> 0.001564227176006061
<1103,patient3-9,HR3-9,addNote> 0.0014213447092605088
<1104,patient2-9,noteItem2-9,read> 0.0014455813671644874
<1105,doctor3-1,HRitem3-8-3,read> 6.174619843861486E-4
<1106,doctor9-1,HR9-7,addItem> 1.838148048105258E-4
<1107,doctor9-1,HR9-5,addItem> 1.939391617369179E-4
<1108,patient1-2,HR1-2,addNote> 0.0015459089110386823
<1109,patient3-8,HR3-8,addNote> 0.001417681056267033
<1110,doctor9-1,HR9-1,addItem> 1.891434137191532E-4
<1111,doctor9-1,HR9-9,addItem> 1.8541338748311406E-4
<1112,doctor6-0,HRitem2-2-1,read> 1.964960942575487E-4
<1113,patient8-2,HR8-2,addNote> 0.0010000246150108035
<1114,doctor8-1,HRitem8-6-3,read> 3.378690242536655E-4
<1115,nurse8-2,nursingItem8-1,read> 5.99235680040746E-4
<1116,doctor7-0,HRitem0-4-3,read> 5.410483209292604E-4
<1117,nurse2-0,nursingItem2-3,read> 5.060897235668781E-4
<1118,nurse0-1,HR0-0,addItem> 1.0355960264744736E-4
<1119,nurse8-2,nursingItem8-0,read> 6.01062734137294E-4
<1120,nurse8-2,nursingItem8-3,read> 0.00108852756450106
<1121,patient4-6,HR4-6,addNote> 0.0010439884509325119
<1122,nurse8-2,nursingItem8-9,read> 0.0010718823516638343
<1123,nurse8-2,nursingItem8-4,read> 5.946680447993759E-4
<1124,nurse8-2,nursingItem8-6,read> 5.910139366062799E-4
<1125,nurse8-3,nursingItem8-3,read> 5.892528767845502E-4
<1126,nurse8-3,nursingItem8-2,read> 5.88351821095297E-4
<1127,nurse1-3,nursingItem1-1,read> 7.427079566094507E-4
<1128,nurse8-3,nursingItem8-1,read> 0.0010836759151908158
<1129,nurse8-3,nursingItem8-0,read> 5.92857099541563E-4
<1130,nurse8-3,nursingItem8-9,read> 5.802423198920181E-4
<1131,nurse8-3,nursingItem8-6,read> 0.0010688074658685
<1132,nurse8-3,nursingItem8-5,read> 5.874507654060438E-4
<1133,patient2-2,HR2-2,addNote> 0.0015275906460713038
<1134,nurse8-0,nursingItem8-1,read> 7.342170960226204E-4
<1135,patient4-8,HR4-8,addNote> 0.0010293338389586093
<1136,nurse8-0,nursingItem8-3,read> 7.319784870783858E-4
<1137,nurse8-0,nursingItem8-2,read> 7.308591826062685E-4
<1138,nurse8-0,nursingItem8-4,read> 7.286205736620338E-4
<1139,nurse8-0,nursingItem8-7,read> 7.263819647177991E-4
<1140,nurse8-0,nursingItem8-8,read> 7.196661378850954E-4
<1141,agent8-01,noteItem8-4,read> 5.018936031885495E-4
<1142,nurse8-1,nursingItem8-0,read> 7.405585222647206E-4
<1143,nurse8-1,nursingItem8-6,read> 7.281775805968158E-4
<1144,doctor2-0,HRitem7-1-0,read> 1.3316457680127722E-4
<1145,nurse8-1,nursingItem8-3,read> 7.360563616582098E-4
<1146,patient4-9,noteItem4-9,read> 0.003966620896136965
<1147,nurse5-0,nursingItem5-1,read> 7.102346784452782E-4
<1148,doctor6-0,HRitem0-0-3,read> 2.3642628417545018E-4
<1149,nurse5-0,nursingItem5-0,read> 7.13252850955935E-4
<1150,nurse5-0,nursingItem5-7,read> 7.19289195977249E-4
<1151,nurse5-0,nursingItem5-6,read> 7.202952534808013E-4
<1152,patient6-0,HR6-0,addNote> 2.8194862828956715E-4
<1153,nurse5-0,nursingItem5-3,read> 7.082225634381736E-4
<1154,nurse5-0,nursingItem5-2,read> 7.122467934523828E-4
<1155,patient7-4,noteItem7-4,read> 0.0013046997464277908
<1156,nurse5-2,nursingItem5-0,read> 7.215706684597942E-4
<1157,nurse5-0,nursingItem5-5,read> 7.213013109843535E-4
<1158,patient2-4,HR2-4,addNote> 0.0015385816050517312
<1159,nurse7-3,nursingItem7-9,read> 1.5667622380143823E-4
<1160,nurse7-3,nursingItem7-6,read> 1.6088347344757475E-4
<1161,nurse7-3,nursingItem7-7,read> 2.64937460162827E-4
<1162,nurse7-3,nursingItem7-1,read> 1.6614253550524538E-4
<1163,nurse7-3,nursingItem7-2,read> 1.6719434791677955E-4
<1164,nurse7-3,nursingItem7-3,read> 1.5983166103604064E-4
<1165,nurse7-3,nursingItem7-4,read> 2.721486867507576E-4
<1166,doctor2-0,HR0-9,addItem> 2.8184346193655714E-4
<1167,nurse7-3,nursingItem7-0,read> 1.6509072309371127E-4
<1168,doctor2-0,HR0-2,addItem> 2.692507138162355E-4
<1169,doctor2-0,HR0-7,addItem> 2.8571815366588684E-4
<1170,doctor2-0,HR0-6,addItem> 2.750627514102301E-4
<1171,doctor2-0,HRitem2-3-0,read> 4.749608282097897E-4
<1172,doctor2-0,HR0-0,addItem> 2.7118805968090036E-4
<1173,patient2-3,HR2-3,addNote> 0.0015312542990647796
<1174,nurse7-2,nursingItem7-6,read> 2.676376563392597E-4
<1175,patient8-9,noteItem8-9,read> 0.0019794485615351296
<1176,nurse7-2,nursingItem7-7,read> 1.4677434173261442E-4
<1177,doctor2-0,HR2-6,addItem> 0.0010411033242001498
<1178,nurse7-2,nursingItem7-5,read> 1.5476432574527727E-4
<1179,nurse7-2,nursingItem7-9,read> 1.4877183773578012E-4
<1180,nurse5-2,nursingItem5-5,read> 7.29712988080381E-4
<1181,nurse5-2,nursingItem5-4,read> 7.17499508649501E-4
<1182,nurse5-2,nursingItem5-7,read> 7.276774081752342E-4
<1183,nurse5-2,nursingItem5-6,read> 7.286951981278077E-4
<1184,patient8-8,HR8-8,addNote> 9.45069820108668E-4
<1185,nurse5-2,nursingItem5-9,read> 7.256418282700876E-4
<1186,nurse7-2,nursingItem7-2,read> 2.7813610976144804E-4
<1187,nurse5-2,nursingItem5-8,read> 7.266596182226609E-4
<1188,nurse7-2,nursingItem7-3,read> 2.6588791410222834E-4
<1189,nurse7-2,nursingItem7-0,read> 1.56761821748443E-4
<1190,nurse7-2,nursingItem7-1,read> 2.7638636752441665E-4
<1191,patient2-6,HR2-6,addNote> 0.0014872904631430713
<1192,nurse7-1,nursingItem7-3,read> 1.5234405169020813E-4
<1193,nurse7-1,nursingItem7-4,read> 1.5134151337362875E-4
<1194,nurse7-1,nursingItem7-5,read> 1.5535166663994626E-4
<1195,nurse7-1,nursingItem7-6,read> 1.533465900067875E-4
<1196,nurse5-1,nursingItem5-2,read> 7.163998359798019E-4
<1197,nurse7-1,nursingItem7-7,read> 1.4733136010731124E-4
<1198,nurse5-1,nursingItem5-1,read> 7.143759885236762E-4
<1199,nurse7-1,nursingItem7-8,read> 1.4532628347415247E-4
<1200,nurse7-1,nursingItem7-9,read> 2.6120328639582405E-4
<1201,nurse5-1,nursingItem5-6,read> 7.244952258043044E-4
<1202,nurse5-1,nursingItem5-5,read> 7.255071495323673E-4
<1203,nurse7-1,nursingItem7-0,read> 1.57356743273105E-4
<1204,nurse5-1,nursingItem5-9,read> 0.0012568870530684413
<1205,nurse7-1,nursingItem7-1,read> 1.5835928158968438E-4
<1206,nurse5-1,nursingItem5-7,read> 0.0012604128889954639
<1207,patient6-1,HR6-1,addNote> 3.3690342319170254E-4
<1208,doctor7-1,HRitem6-9-0,read> 4.6256942332488905E-4
<1209,doctor9-0,HRitem1-7-1,read> 2.716341583805582E-4
<1210,patient5-7,HR5-7,addNote> 0.0013773808733388002
<1211,agent8-01,HR8-4,addNote> 3.0850158315441113E-4
<1212,agent2-0,noteItem2-2agent2-0,read> 5.03824920866404E-4
<1213,patient5-4,HR5-4,addNote> 0.0013517353023844707
<1214,doctor8-1,HR1-7,addItem> 3.137212549708101E-4
<1215,doctor8-1,HRitem1-1-3,read> 5.441461721504856E-4
<1216,doctor8-1,HR1-6,addItem> 3.145095818600677E-4
<1217,doctor2-0,HRitem0-0-0,read> 2.405567524704171E-4
<1218,doctor4-1,HR3-0,addItem> 4.6920428499846355E-4
<1219,doctor4-1,HR3-2,addItem> 4.6425171640474694E-4
<1220,doctor4-1,HR3-4,addItem> 4.741568535921802E-4
<1221,doctor4-1,HR3-7,addItem> 4.72918711443751E-4
<1222,doctor4-1,HR3-8,addItem> 4.791094221858967E-4
<1223,doctor2-0,HRitem7-5-0,read> 8.256634018793245E-5
<1224,agent0-11,HR0-0,addNote> 3.356861693872705E-4
<1225,doctor8-1,HRitem7-6-2,read> 3.5724248180323253E-4
<1226,doctor5-0,HRitem5-3-0,read> 7.01749353030317E-5
<1227,doctor2-1,HRitem6-2-0,read> 4.4708016721876307E-4
<1228,patient5-0,noteItem5-0agent5-0,read> 2.929307684816881E-4
<1229,doctor2-1,HR2-8,addItem> 4.017116743573736E-4
<1230,doctor5-0,HRitem0-8-1,read> 2.4881768906035096E-4
<1231,doctor2-1,HR2-7,addItem> 4.0269636235498133E-4
<1232,doctor2-1,HR2-5,addItem> 4.0072698635976596E-4
<1233,doctor2-1,HR2-2,addItem> 4.105738663358429E-4
<1234,doctor2-1,HR2-0,addItem> 4.076198023430199E-4
<1235,nurse1-3,nursingItem1-8,read> 0.0012941851802339727
<1236,nurse1-3,nursingItem1-9,read> 7.198081748941844E-4
<1237,doctor6-1,HRitem8-9-3,read> 3.1903565007478855E-4
<1238,nurse1-3,nursingItem1-0,read> 7.27773316360364E-4
<1239,doctor3-1,HR3-0,addItem> 5.026559976249956E-4
<1240,nurse1-3,nursingItem1-3,read> 7.466905273425406E-4
<1241,nurse1-3,nursingItem1-4,read> 7.437035992927233E-4
<1242,nurse1-3,nursingItem1-2,read> 7.417123139261783E-4
<1243,doctor3-1,HR3-6,addItem> 5.039824125719995E-4
<1244,doctor0-0,HRitem1-2-1,read> 6.246903039023407E-4
<1245,nurse0-1,HR0-9,addItem> 1.0762862111729795E-4
<1246,patient8-4,noteItem8-4,read> 0.002016522672255313
<1247,doctor0-0,HR1-5,addItem> 2.8875835196080915E-4
<1248,doctor1-0,HRitem8-7-3,read> 4.6773250869359766E-4
<1249,doctor3-0,HR3-5,addItem> 5.029485329885593E-4
<1250,doctor3-0,HR3-3,addItem> 4.885395896669122E-4
<1251,doctor3-0,HR3-1,addItem> 4.937792054202384E-4
<1252,doctor3-0,HR3-9,addItem> 5.081881487418857E-4
<1253,agent4-11,HR4-3,addNote> 6.684185153966094E-4
<1254,doctor7-1,HR8-5,addItem> 2.2817003057649913E-4
<1255,doctor7-1,HR8-3,addItem> 2.2476397818412726E-4
<1256,doctor7-1,HR8-0,addItem> 2.2987305677268514E-4
<1257,doctor7-1,HR8-9,addItem> 2.213579257917553E-4
<1258,doctor7-1,HR8-7,addItem> 2.2050641269366232E-4
<1259,nurse1-0,nursingItem1-4,read> 7.802364076790323E-4
<1260,nurse1-0,nursingItem1-7,read> 7.760582018923872E-4
<1261,agent4-0,HR4-7,addNote> 6.877648053204249E-4
<1262,doctor6-0,HRitem2-7-0,read> 4.340158659832457E-4
<1263,nurse1-1,nursingItem1-8,read> 7.532608956813641E-4
<1264,doctor7-1,HRitem8-2-1,read> 1.2387102313760165E-4
<1265,nurse1-2,nursingItem1-1,read> 7.479199422698678E-4
<1266,nurse1-2,nursingItem1-2,read> 7.46917312620397E-4
<1267,nurse1-2,nursingItem1-4,read> 0.0013098839743729141
<1268,nurse1-2,nursingItem1-7,read> 7.449120533214552E-4
<1269,nurse1-2,nursingItem1-6,read> 7.3889627542463E-4
<1270,nurse0-0,nursingItem0-2,read> 7.421747649253204E-4
<1271,doctor5-0,HR5-7,addItem> 4.914214810810464E-4
<1272,nurse0-0,nursingItem0-6,read> 7.472654177856256E-4
<1273,nurse0-0,nursingItem0-0,read> 7.625373763665411E-4
<1274,nurse0-0,nursingItem0-1,read> 7.6151924579448E-4
<1275,doctor5-0,HR5-2,addItem> 4.8488589671556655E-4
<1276,doctor5-0,HR5-6,addItem> 4.940357148272385E-4
<1277,doctor5-0,HR5-5,addItem> 4.8096454609627867E-4
<1278,nurse0-1,nursingItem0-3,read> 7.45922914960033E-4
<1279,nurse0-1,nursingItem0-4,read> 7.500216271022209E-4
<1280,nurse0-1,nursingItem0-5,read> 7.479722710311268E-4
<1281,nurse1-0,HR1-3,addItem> 1.5949128972310336E-4
