<0,agent7-0,noteItem7-4,read> 0.0013478832720819447
<867,doctor9-0,HRitem9-5-2,read> 0.001095191830043391
<868,patient0-7,noteItem0-7,read> 0.002429615080819528
<869,agent0-01,noteItem0-0,read> 5.788731963685535E-4
<870,agent0-0,noteItem0-0agent0-0agent0-1,read> 0.001204135100721744
<871,agent4-11,noteItem4-3agent4-1,read> 0.0035994878435117485
<872,doctor3-1,HR3-7,addItem> 7.547301731570328E-4
<873,nurse1-0,nursingItem1-1,read> 0.0011607554218186164
<874,doctor6-1,HRitem6-0-2,read> 3.9065922655319636E-4
<875,nurse4-1,nursingItem4-7,read> 0.0010952315659064735
<876,nurse4-1,nursingItem4-8,read> 0.0010937103229189304
<877,nurse4-1,nursingItem4-9,read> 0.0010921890799313874
<878,nurse4-1,nursingItem4-3,read> 0.0010693704351182425
<879,agent1-0,noteItem1-7,read> 8.843323336330459E-4
<880,nurse4-1,nursingItem4-4,read> 0.0010617642201805277
<881,patient7-7,HR7-7,addNote> 0.0018226485455316518
<882,nurse8-2,nursingItem8-5,read> 0.0016166109258055935
<883,nurse4-1,nursingItem4-6,read> 0.0019033247050294425
<884,nurse4-1,nursingItem4-0,read> 0.0010511155192677267
<885,patient3-7,noteItem3-7,read> 0.0061410028458751586
<886,nurse4-1,nursingItem4-2,read> 0.0010678491921306994
<887,nurse1-3,nursingItem1-5,read> 0.0010960232670962926
<888,agent8-11,HR8-4,addNote> 4.409522945433341E-4
<889,nurse4-0,nursingItem4-9,read> 0.001098951860612077
<890,nurse4-0,nursingItem4-6,read> 0.0011035438479583756
<891,patient2-8,HR2-8,addNote> 0.002226519265040599
<892,nurse4-0,nursingItem4-7,read> 0.0011020131855096096
<893,patient7-6,HR7-6,addNote> 0.0018281062579574485
<894,nurse5-3,nursingItem5-7,read> 0.0010902627144694702
<895,nurse4-0,nursingItem4-5,read> 0.0010713999365342861
<896,nurse4-0,nursingItem4-2,read> 0.0010744612614318183
<897,nurse1-1,nursingItem1-6,read> 0.001940540480701124
<898,doctor0-1,HR4-4,addItem> 2.5817241196035595E-4
<899,nurse4-0,nursingItem4-3,read> 0.00186242632599009
<900,nurse4-0,nursingItem4-0,read> 0.0010576239744953908
<901,patient6-4,HR6-4,addNote> 4.964244260630812E-4
<902,nurse4-3,nursingItem4-5,read> 0.001045027015019596
<903,nurse4-3,nursingItem4-6,read> 0.0010763796917009389
<904,nurse4-3,nursingItem4-7,read> 0.0018803398535643847
<905,patient7-9,HR7-9,addNote> 0.001833563970383245
<906,nurse4-3,nursingItem4-8,read> 0.0010733937224931918
<907,agent1-1,HR1-4,addNote> 0.001451388757357391
<908,patient2-9,HR2-9,addNote> 0.0022483501147437857
<909,doctor5-0,HRitem0-1-1,read> 1.706850730617165E-4
<910,nurse4-3,nursingItem4-0,read> 0.0018045995596769604
<911,nurse4-3,nursingItem4-2,read> 0.0018333286366687416
<912,nurse4-3,nursingItem4-4,read> 0.0018228816995808216
<913,patient6-5,HR6-5,addNote> 4.691358639340982E-4
<914,nurse9-3,nursingItem9-2,read> 9.432301014651273E-4
<915,nurse9-3,nursingItem9-3,read> 9.298816311829766E-4
<916,nurse9-3,nursingItem9-5,read> 9.506459182885446E-4
<917,nurse9-3,nursingItem9-8,read> 9.491627549238611E-4
<918,nurse4-2,nursingItem4-6,read> 0.001083170730765298
<919,patient4-0,HR4-0,addNote> 0.0016043400484997885
<920,nurse4-2,nursingItem4-7,read> 0.0010816683267002012
<921,nurse4-2,nursingItem4-5,read> 0.0010516202453982686
<922,doctor2-1,HR1-0,addItem> 6.840605191861382E-4
<923,doctor2-1,HR1-4,addItem> 6.808486533032336E-4
<924,doctor2-1,HR1-3,addItem> 6.792427203617812E-4
<925,nurse4-2,nursingItem4-2,read> 0.0010546250535284616

