<0,stu2-8,stu2-8application2-8,checkStatus> 0.0023680892344342683
<860,fac3-3,roster3-7,read> 0.0017770833039886514
<861,chair5,transcript5-0,read> 0.0016733746034709178
<862,registrar4-1,roster5-4,write> 9.928925163272279E-5
<863,admissions0-1,stu3-12application3-12,read> 8.14079920940659E-5
<864,registrar4-1,roster5-3,write> 9.996144966916436E-5
<865,admissions2-1,stu1-9application1-9,read> 1.4409063944624458E-4
<866,stu2-6,gradebook2-1,addScore> 5.931208211570698E-4
<867,stu0-16,transcript0-16,read> 0.0015902768865191132
<868,stu5-1,gradebook5-2,readScore> 7.932012640940855E-5
<869,registrar2-1,transcript5-9,read> 3.136485607380332E-4
<870,registrar4-0,roster0-8,write> 1.824848329222374E-4
<871,registrar4-0,transcript2-1,read> 2.3135830189692763E-4
<872,registrar0-1,roster3-9,read> 1.3052515174626588E-4
<873,stu4-18,transcript4-18,read> 0.001823332924974818
<874,admissions2-1,stu2-17application2-17,read> 1.0139125939357778E-4
<875,registrar0-0,transcript0-10,read> 3.2734125967001805E-4
<876,admissions4-1,stu4-11application4-11,setStatus> 2.0073754490960188E-4
<877,stu2-1,stu2-1application2-1,checkStatus> 0.0013515827327022973
<878,admissions4-0,stu4-2application4-2,setStatus> 1.0539033765236446E-4
<879,registrar4-0,roster5-2,write> 1.1762094792403542E-4
<880,stu4-16,gradebook4-4,addScore> 2.5042786120944247E-4
<881,admissions2-1,stu1-8application1-8,setStatus> 1.3786095085396472E-4
<882,registrar4-0,roster5-3,write> 9.842653297558794E-5
<883,fac4-1,gradebook4-2,changeScore> 0.0012856553904497644
<884,stu2-5,gradebook2-8,readMyScores> 1.9581462930878053E-4
<885,registrar4-0,roster5-4,write> 9.776465659805526E-5
<886,registrar2-0,roster2-5,write> 7.8036955939315E-5
<887,chair4,transcript4-8,read> 0.0011570927660909459
<888,admissions2-0,stu5-17application5-17,setStatus> 1.401998009056467E-4
<889,chair0,transcript0-19,read> 0.001822522689825132
<890,admissions2-1,stu5-10application5-10,setStatus> 1.9339171026589255E-4
<891,stu5-5,stu5-5application5-5,checkStatus> 0.0010568559955137378
<892,stu3-19,stu3-19application3-19,checkStatus> 0.0018207395796555148
<893,registrar4-0,roster5-5,write> 1.0173591486325129E-4
<894,admissions2-1,stu1-1application1-1,read> 1.8631558194277063E-4
<895,registrar0-0,roster2-8,write> 1.0374777821224273E-4
<896,registrar4-0,roster5-1,write> 1.1695907154650276E-4
<897,registrar4-0,roster5-6,write> 1.0041216210818594E-4
<898,app0-1,application0-1,checkStatus> 7.320551014692028E-4
<899,chair4,transcript4-1,read> 0.001208720949828943
<900,registrar0-0,transcript1-1,read> 2.658466357566463E-4
<901,admissions0-1,stu2-5application2-5,setStatus> 1.7797794055884262E-4
<902,registrar0-0,roster0-2,read> 1.9565604247043523E-4
<903,registrar4-0,roster5-7,write> 1.0570717312844732E-4
<904,stu4-6,stu4-6application4-6,checkStatus> 7.079957759844224E-4
<905,chair1,transcript1-18,read> 1.991031345081095E-4
<906,stu4-13,transcript4-13,read> 0.0017836638120461875
<907,registrar4-0,roster5-8,write> 1.0438342037338198E-4
<908,registrar0-0,roster2-9,read> 1.4342135225094393E-4
<909,admissions0-1,stu3-4application3-4,setStatus> 6.489606605878069E-5
<910,registrar4-0,roster5-9,write> 1.0769280226104533E-4
<911,stu2-13,gradebook2-4,readMyScores> 9.686546061138645E-5
<912,admissions0-1,stu2-13application2-13,read> 1.1727861460989948E-4
<913,fac1-3,gradebook1-7,changeScore> 8.545955502687598E-4
<914,app4-2,application4-2,checkStatus> 0.0016884132894892227
<915,registrar2-1,transcript1-7,read> 3.230987056842482E-4
<916,admissions0-0,stu5-2application5-2,read> 1.6527972793959866E-4
<917,admissions0-0,stu4-3application4-3,setStatus> 2.5774450342748705E-4
<918,admissions2-1,stu1-6application1-6,read> 2.4057937742636804E-5
<919,admissions2-0,stu5-19application5-19,setStatus> 3.492810798923991E-5
<920,admissions2-1,stu1-9application1-9,setStatus> 1.6373936300709613E-4
<921,registrar4-0,roster3-5,read> 1.5171792318536702E-4
<922,stu4-5,stu4-5application4-5,checkStatus> 9.305445367186408E-4
<923,admissions0-1,application5-1,setStatus> 2.4766793298329937E-4
<924,registrar4-0,roster0-6,write> 1.7189481088171463E-4
<925,registrar2-0,transcript1-2,read> 3.248019746027589E-4
<926,registrar4-1,roster2-1,write> 9.72726575233981E-5
<927,stu0-14,transcript0-14,read> 0.0016249873603316652
<928,fac1-2,gradebook1-4,changeScore> 8.079944864654078E-4
<929,stu2-0,gradebook2-7,addScore> 5.985656126879476E-4
<930,admissions4-1,stu0-12application0-12,setStatus> 5.69931453126404E-5
<931,registrar2-0,transcript5-6,read> 3.1121229831523563E-4
<932,admissions0-0,stu2-13application2-13,read> 1.1767684420110456E-4
<933,stu2-1,transcript2-1,read> 9.605297187771024E-4
<934,fac1-1,gradebook1-3,addScore> 3.5667907504436123E-4
<935,fac1-1,gradebook1-2,addScore> 1.0782433141780161E-4
<936,admissions2-1,stu5-19application5-19,setStatus> 3.380816865491559E-5
<937,chair2,transcript2-9,read> 0.0011398833715116137
<938,registrar2-1,transcript2-14,read> 3.535491727331631E-4
<939,stu0-19,transcript0-19,read> 0.0015754009691708768
<940,app5-2,application5-2,checkStatus> 0.002277866763866342
<941,registrar2-0,roster2-6,read> 1.455348194298198E-4
<942,registrar2-0,transcript4-8,read> 2.1085776573044862E-4
<943,stu0-8,transcript0-8,read> 5.588799503747177E-4
<944,fac3-0,roster3-1,read> 0.0016928155849553542
<945,admissions4-0,stu0-12application0-12,setStatus> 5.6543495251002206E-5
<946,admissions2-0,stu5-3application5-3,setStatus> 1.619225311899846E-4
<947,admissions0-1,stu0-9application0-9,setStatus> 1.4379039710533552E-4
<948,admissions2-0,stu1-8application1-8,setStatus> 1.4242777324250186E-4
<949,registrar4-0,transcript0-0,read> 2.1344283863969086E-4
<950,admissions2-1,stu3-3application3-3,setStatus> 2.004004468906989E-4
<951,stu2-2,gradebook2-7,addScore> 6.06032127607132E-4
<952,registrar0-1,roster3-5,read> 1.2746671519082493E-4
<953,admissions0-0,stu2-1application2-1,setStatus> 1.4823676090268076E-4
<954,stu2-11,transcript2-11,read> 0.0016497805559120594
<955,admissions4-0,stu4-17application4-17,read> 8.582633508368091E-5
<956,fac4-0,gradebook4-1,changeScore> 0.0012798302574743453
<957,admissions4-0,stu3-14application3-14,setStatus> 1.3065594579100015E-4
<958,admissions2-1,stu4-9application4-9,setStatus> 1.292348134695876E-4
<959,stu1-0,gradebook1-3,readMyScores> 7.802966517672457E-5
<960,registrar0-1,transcript4-14,read> 3.649639265264949E-4
<961,admissions2-0,stu1-3application1-3,read> 1.3562967264967252E-4
<962,stu4-12,gradebook4-4,addScore> 2.4462644357524686E-4
<963,fac3-1,gradebook3-3,changeScore> 5.109127047190399E-4
<964,registrar0-1,transcript2-15,read> 3.388741693776197E-4
<965,admissions4-0,stu1-18application1-18,setStatus> 1.25602824163273E-4
<966,admissions2-0,stu3-0application3-0,setStatus> 8.338650631583987E-5
<967,admissions0-1,stu5-11application5-11,setStatus> 1.3984568055300776E-4
<968,admissions0-1,stu2-1application2-1,setStatus> 1.4773511365766324E-4
<969,admissions4-1,stu2-1application2-1,setStatus> 1.2716757661194441E-4
<970,admissions2-0,stu0-1application0-1,setStatus> 1.7104329294398546E-5
<971,stu5-19,stu5-19application5-19,checkStatus> 3.771800505686923E-4
<972,admissions4-0,stu3-18application3-18,read> 1.55986121594879E-4
<973,registrar2-0,transcript0-19,read> 3.3211949260373295E-4
<974,registrar4-0,transcript4-5,read> 2.480794009370153E-4
<975,fac1-1,gradebook1-3,changeScore> 9.070217470475309E-4
<976,admissions2-1,stu1-16application1-16,setStatus> 1.1953040891216333E-4
<977,registrar2-1,transcript4-15,read> 3.797995753615381E-4
<978,registrar2-1,transcript3-4,read> 8.159500150319875E-5
<979,admissions0-1,stu1-17application1-17,setStatus> 7.870257399192778E-5
<980,registrar4-1,transcript4-12,read> 4.375355218904345E-4
<981,stu5-15,stu5-15application5-15,checkStatus> 4.85447015250204E-4
<982,admissions2-1,stu3-5application3-5,setStatus> 1.1737387456606904E-4
<983,registrar2-1,roster2-1,write> 8.420339451641564E-5
<984,stu1-19,gradebook1-4,readMyScores> 3.828721213534079E-5
<985,registrar2-1,roster2-3,write> 7.605702522257294E-5
<986,registrar2-1,roster2-2,write> 7.780267578553922E-5
<987,registrar2-1,transcript5-8,read> 3.146985768431682E-4
<988,registrar2-1,roster2-5,write> 7.838455930652799E-5
<989,registrar2-1,roster5-2,read> 1.4218263222493658E-4
<990,admissions4-1,stu3-18application3-18,read> 1.5722656788986808E-4
<991,admissions2-0,stu0-5application0-5,read> 1.5817675269864684E-4
<992,registrar2-1,roster2-4,write> 7.896644282751676E-5
<993,admissions2-0,application2-1,setStatus> 5.7764824442005406E-5
<994,admissions4-1,stu2-11application2-11,read> 6.808240322642961E-5
<995,registrar2-1,roster2-7,write> 1.0689685183497737E-4
<996,registrar0-1,transcript4-7,read> 2.0140121824700725E-4
<997,registrar2-1,roster2-6,write> 1.0631496831398863E-4
<998,registrar2-1,roster2-9,write> 1.0864250239794369E-4
<999,registrar4-1,transcript2-3,read> 2.373922081921417E-4
<1000,registrar2-1,roster2-8,write> 1.0806061887695491E-4
<1001,chair3,transcript3-11,read> 0.002029035424777121
<1002,admissions4-0,stu4-4application4-4,read> 1.3572871844727953E-4
<1003,stu3-8,gradebook3-8,readMyScores> 3.645466614979993E-5
<1004,registrar2-0,roster1-5,write> 1.5450496596583832E-4
<1005,admissions4-0,stu0-2application0-2,setStatus> 9.381026725548981E-6
<1006,registrar2-0,roster0-2,read> 2.0288582694971227E-4
<1007,stu0-8,gradebook0-4,addScore> 7.905424978498616E-5
<1008,registrar0-1,transcript2-13,read> 3.3586381278351865E-4
<1009,admissions0-0,stu1-17application1-17,setStatus> 7.896981532976115E-5
<1010,admissions4-1,stu0-5application0-5,setStatus> 1.8262801425171697E-4
<1011,admissions4-0,stu1-10application1-10,read> 1.0707190423848032E-4
<1012,admissions4-0,stu1-1application1-1,setStatus> 2.2048921917281578E-4
<1013,stu2-12,gradebook2-7,readMyScores> 1.5045062033601202E-4
<1014,admissions0-0,stu4-10application4-10,setStatus> 3.87290183778745E-5
<1015,admissions4-1,stu0-2application0-2,setStatus> 9.45562733569251E-6
<1016,fac4-1,gradebook4-3,assignGrade> 4.633234487145009E-4
<1017,admissions4-1,stu5-14application5-14,setStatus> 3.661992332251988E-5
<1018,admissions2-1,stu0-10application0-10,setStatus> 2.1010485144812324E-4
<1019,admissions0-0,stu3-6application3-6,setStatus> 2.47189540292566E-4
<1020,admissions2-1,stu3-17application3-17,read> 1.3460188832342974E-4
<1021,admissions4-1,stu4-3application4-3,setStatus> 2.211107668997224E-4
<1022,registrar0-0,roster2-7,read> 1.4111688062361341E-4
<1023,registrar2-1,transcript0-17,read> 3.356988989458681E-4
<1024,fac2-2,roster2-5,read> 0.0014189454980971378
<1025,admissions4-0,stu0-11application0-11,read> 1.6586778166687865E-4
<1026,registrar4-0,transcript1-5,read> 3.699045510862257E-4
<1027,stu4-10,transcript4-10,read> 0.0016795323906085324
<1028,registrar2-0,transcript1-6,read> 3.2062053574505946E-4
<1029,admissions2-1,stu0-1application0-1,setStatus> 1.655589388616132E-5
<1030,admissions2-0,stu0-4application0-4,setStatus> 1.413137870740743E-4
<1031,admissions4-1,stu2-5application2-5,setStatus> 1.5320002693265398E-4
<1032,admissions4-1,stu2-16application2-16,setStatus> 1.1584911995076637E-4
<1033,admissions4-0,application0-2,read> 5.963993589288166E-5
<1034,admissions0-1,stu5-3application5-3,read> 1.681917562452762E-4
<1035,registrar2-0,transcript4-7,read> 2.0981240601602378E-4
<1036,admissions2-0,stu4-9application4-9,setStatus> 1.335158838950812E-4
<1037,registrar0-1,transcript0-16,read> 3.2181548201104727E-4
<1038,admissions4-1,stu1-10application1-10,read> 1.0792337067377639E-4
<1039,registrar0-1,transcript0-17,read> 3.208120298130136E-4
<1040,stu3-18,stu3-18application3-18,checkStatus> 0.0018989323874810515
<1041,registrar4-0,transcript4-17,read> 4.355945830294274E-4
<1042,admissions4-0,stu5-14application5-14,setStatus> 3.633100874009368E-5
<1043,admissions0-1,application3-3,read> 1.4389230228293733E-4
<1044,admissions0-1,stu4-3application4-3,setStatus> 2.5687227160539746E-4
<1045,admissions4-0,stu2-16application2-16,setStatus> 1.149351229491824E-4
<1046,registrar2-0,transcript1-7,read> 3.216658954594843E-4
<1047,admissions2-1,stu5-16application5-16,read> 1.2368982453219267E-4
<1048,stu2-12,stu2-12application2-12,checkStatus> 6.358177995300814E-4
<1049,stu0-5,stu0-5application0-5,checkStatus> 0.0019410362070794167
<1050,admissions4-1,application2-4,read> 5.762414927150107E-5
<1051,admissions4-1,application2-3,read> 5.66281250853174E-5
<1052,registrar4-0,transcript0-5,read> 1.3342043609069975E-4
<1053,admissions2-1,stu0-4application0-4,setStatus> 1.3678268368091758E-4
<1054,registrar2-1,transcript2-12,read> 3.503991244177581E-4
<1055,admissions4-0,stu3-15application3-15,setStatus> 1.5816738576418117E-4
<1056,admissions0-0,stu4-14application4-14,read> 1.8211489413979778E-4
<1057,admissions0-1,stu3-13application3-13,setStatus> 1.5628199952104002E-4
<1058,chair2,transcript2-14,read> 0.0019315155221609037
<1059,admissions2-0,stu3-17application3-17,read> 1.390607500484295E-4
<1060,admissions4-1,stu0-15application0-15,read> 1.1738560044252125E-4
<1061,stu2-2,gradebook2-7,readScore> 2.2327499438157492E-4
<1062,admissions0-1,stu0-13application0-13,read> 1.9075553492459084E-4
<1063,admissions4-1,stu1-0application1-0,setStatus> 2.086604645724265E-4
<1064,registrar2-1,roster1-4,write> 1.5228376647210095E-4
<1065,admissions0-0,stu3-7application3-7,read> 1.6702129685686065E-4
<1066,admissions4-1,application5-2,read> 1.886013297546537E-4
<1067,registrar0-0,transcript0-16,read> 3.233088253150429E-4
<1068,chair3,transcript3-17,read> 0.0019888801707586786
<1069,stu4-12,stu4-12application4-12,checkStatus> 0.001959080701193002
<1070,registrar0-0,transcript2-12,read> 3.3641423696871233E-4
<1071,stu3-18,gradebook3-2,readMyScores> 1.1341313412906585E-4
<1072,admissions0-0,stu4-11application4-11,read> 2.0591633600904486E-4
<1073,admissions2-0,stu4-17application4-17,setStatus> 9.675434033697087E-5
<1074,admissions4-1,application2-1,read> 5.164800415439905E-5
<1075,admissions2-0,stu5-2application5-2,setStatus> 1.5858057268470187E-4
<1076,admissions4-1,application2-2,read> 5.2146016247490886E-5
<1077,admissions2-0,application4-2,read> 1.3759028830610508E-4
<1078,admissions4-1,application2-0,read> 5.1149992061307216E-5
<1079,admissions4-0,application2-3,read> 5.618135486768176E-5
<1080,admissions4-0,application2-2,read> 5.173460783528188E-5
<1081,admissions4-0,application2-4,read> 5.716952087488173E-5
<1082,admissions0-1,stu1-2application1-2,setStatus> 2.055909564251368E-4
<1083,fac0-2,gradebook0-4,addScore> 3.689198323299354E-5
<1084,admissions0-1,stu0-10application0-10,read> 2.25469040585075E-4
<1085,admissions4-0,stu0-15application0-15,read> 1.1645948130688007E-4
<1086,admissions0-1,stu3-7application3-7,read> 1.6645608096225198E-4
<1087,admissions4-0,stu1-4application1-4,setStatus> 2.182433873382704E-4
<1088,fac0-1,gradebook0-3,changeScore> 3.3615871545647036E-4
<1089,admissions2-0,stu2-1application2-1,setStatus> 1.251609876318743E-4
<1090,admissions0-1,stu4-11application4-11,read> 2.0521949561645925E-4
<1091,admissions0-0,stu1-8application1-8,setStatus> 1.6868700197659038E-4
<1092,registrar4-1,transcript2-4,read> 2.361792184121521E-4
<1093,admissions2-0,stu0-9application0-9,read> 1.0720074563140054E-4
<1094,stu2-9,gradebook2-1,addScore> 5.528691087432168E-4
<1095,admissions0-1,stu1-19application1-19,read> 5.132295385497965E-5
<1096,admissions2-1,stu4-17application4-17,setStatus> 9.365199675903191E-5
<1097,admissions4-0,stu0-5application0-5,setStatus> 1.8118716206827148E-4
<1098,fac2-3,gradebook2-6,assignGrade> 8.003489994351706E-4
<1099,registrar4-0,transcript2-2,read> 2.3016393767977855E-4
<1100,admissions4-0,application2-0,read> 5.074644182808191E-5
<1101,stu5-6,stu5-6application5-6,checkStatus> 3.59135556455107E-4
<1102,admissions4-0,application2-1,read> 5.1240524831681895E-5
<1103,stu0-4,gradebook0-7,addScore> 1.3685696959074044E-4
<1104,app2-0,application2-0,checkStatus> 6.177733054164961E-4
<1105,registrar2-0,roster1-2,read> 2.1324086997413728E-4
<1106,admissions2-0,application5-2,read> 1.8562537188870256E-4
<1107,registrar0-1,roster2-1,read> 1.106453141358998E-4
<1108,registrar4-1,transcript0-17,read> 3.878029409108587E-4
<1109,registrar0-1,roster2-6,read> 1.397004614125887E-4
<1110,registrar0-1,roster2-5,read> 1.0299922274729743E-4
<1111,registrar0-1,roster2-4,read> 1.0376383188615769E-4
<1112,admissions2-0,stu0-15application0-15,setStatus> 1.3128791155822602E-4
<1113,registrar0-1,roster2-3,read> 9.994078619185651E-5
<1114,admissions4-1,stu4-16application4-16,read> 1.4975638649349055E-4
<1115,admissions0-0,stu0-10application0-10,read> 2.2623464004376792E-4
<1116,admissions4-0,stu3-4application3-4,setStatus> 5.542057933372951E-5
<1117,stu2-18,gradebook2-4,addScore> 8.011270200835868E-4
<1118,registrar2-0,transcript4-13,read> 3.760246006095772E-4
<1119,app2-2,application2-2,checkStatus> 6.298029681588862E-4
<1120,registrar0-1,roster5-6,read> 1.1599757810792142E-4
<1121,stu2-17,stu2-17application2-17,checkStatus> 0.0012854195876191514
<1122,fac1-3,gradebook1-6,changeScore> 8.371201513425029E-4
<1123,registrar2-0,roster2-9,write> 1.081607174649151E-4
<1124,stu0-5,transcript0-5,read> 5.539213112586388E-4
<1125,admissions2-1,stu2-1application2-1,setStatus> 1.2114780967173403E-4
<1126,registrar2-0,roster2-7,write> 1.0642280814613045E-4
<1127,admissions2-1,stu4-3application4-3,read> 1.8536670683048917E-4
<1128,registrar2-1,transcript2-13,read> 3.514491405228931E-4
<1129,registrar4-0,transcript4-11,read> 4.081242060349976E-4
<1130,registrar2-0,roster2-8,write> 1.0758141435865353E-4
<1131,registrar2-0,roster2-6,write> 1.0584350503986894E-4
<1132,fac2-4,gradebook2-9,addScore> 0.0015355291508347116
<1133,admissions4-0,stu1-0application1-0,read> 1.8217252078567823E-4
<1134,registrar2-0,roster2-3,write> 7.571974351426884E-5
<1135,registrar2-0,roster1-8,write> 1.5798078460340756E-4
<1136,registrar0-0,roster2-6,read> 1.403487234145033E-4
<1137,chair1,transcript1-19,read> 1.8763020478855454E-4
<1138,stu4-5,gradebook4-8,addScore> 4.092595709179482E-4
<1139,stu2-19,gradebook2-5,addScore> 2.827922200828526E-4
<1140,chair1,transcript1-8,read> 0.0017479486466480247
<1141,registrar2-0,roster3-4,write> 9.367813980837659E-5
<1142,admissions2-1,stu0-5application0-5,read> 1.531049530129187E-4
<1143,registrar0-1,transcript3-16,read> 3.4991214355599003E-4
<1144,registrar2-0,roster2-4,write> 7.861625904557654E-5
<1145,admissions4-1,stu5-17application5-17,setStatus> 1.424474931045348E-4
<1146,registrar2-0,roster2-1,write> 8.382998700193041E-5
<1147,admissions0-1,stu5-5application5-5,read> 1.016575370626816E-4
<1148,chair3,transcript3-5,read> 4.40034658618763E-4
<1149,admissions0-1,stu2-17application2-17,setStatus> 1.4050313331172905E-4
<1150,registrar2-0,roster2-2,write> 7.745765283305345E-5
<1151,registrar0-0,transcript0-12,read> 3.3338991120248094E-4
<1152,fac3-4,gradebook3-9,assignGrade> 1.783080138457864E-4
<1153,admissions4-1,stu3-15application3-15,setStatus> 1.594251780963019E-4
<1154,registrar0-1,roster4-5,write> 7.657676375554774E-5
<1155,registrar0-0,roster2-1,read> 1.1115874946831697E-4
<1156,registrar0-0,roster2-3,read> 1.0040454854077465E-4
<1157,registrar0-0,roster2-2,read> 1.0270902016810512E-4
<1158,admissions0-0,stu3-17application3-17,setStatus> 1.871581874627023E-4
<1159,registrar0-0,roster2-5,read> 1.0347717737721529E-4
<1160,admissions0-1,stu3-3application3-3,setStatus> 2.4438066918969285E-4
<1161,registrar2-0,transcript0-17,read> 3.342102120325826E-4
<1162,admissions2-0,application3-3,read> 1.2190536305464469E-4
<1163,stu0-5,gradebook0-3,addScore> 7.326707680485821E-5
<1164,fac1-4,gradebook1-9,changeScore> 7.73043688612894E-4
<1165,stu4-6,gradebook4-9,readMyScores> 1.6062331834383847E-4
<1166,admissions2-1,stu2-5application2-5,read> 1.284342000936001E-4
<1167,admissions2-1,stu5-2application5-2,setStatus> 1.534958248631483E-4
<1168,admissions2-1,stu5-1application5-1,setStatus> 3.272990148186844E-5
<1169,admissions2-1,application0-3,read> 5.869187934091099E-5
<1170,admissions0-0,stu5-5application5-5,read> 1.0200272394574672E-4
<1171,admissions2-0,application0-1,read> 5.965581596291123E-5
<1172,chair5,transcript5-14,read> 1.474749507701123E-4
<1173,registrar0-1,transcript0-13,read> 3.2984309959531666E-4
<1174,admissions2-0,application0-0,read> 6.161643161934378E-5
<1175,registrar2-0,transcript1-5,read> 3.23756614888334E-4
<1176,admissions2-0,application0-4,setStatus> 6.834769304206747E-5
<1177,registrar4-0,roster5-1,read> 1.6081872337644128E-4
<1178,registrar4-0,transcript4-18,read> 4.391776756808747E-4
<1179,registrar2-1,roster0-9,write> 1.6159390280792114E-4
<1180,stu3-7,stu3-7application3-7,checkStatus> 0.0017305171090875883
<1181,admissions2-1,stu3-13application3-13,setStatus> 1.2815654629654046E-4
<1182,admissions0-1,stu0-2application0-2,setStatus> 1.0984939843634889E-5
<1183,stu4-16,gradebook4-8,readMyScores> 6.084490033686478E-5
<1184,admissions4-1,stu0-18application0-18,read> 1.950754869648475E-4
<1185,admissions0-1,stu5-6application5-6,read> 3.454475945241232E-5
<1186,registrar2-1,roster1-9,read> 2.1899125699545335E-4
<1187,admissions2-1,stu3-8application3-8,read> 1.5025832767607422E-4
<1188,fac1-3,gradebook1-6,assignGrade> 2.9897148262232246E-4
<1189,admissions4-1,application4-2,read> 1.3979614463165385E-4
<1190,admissions2-0,stu2-5application2-5,read> 1.3268874916502372E-4
<1191,registrar0-0,roster1-1,read> 2.0641024339797755E-4
<1192,admissions4-1,stu3-3application3-3,setStatus> 2.103582330716032E-4
<1193,admissions0-1,stu4-4application4-4,read> 1.589348214024804E-4
<1194,fac1-3,gradebook1-7,addScore> 5.964256083937142E-4
<1195,registrar4-1,roster3-1,read> 1.4853826089638678E-4
<1196,admissions2-0,stu0-12application0-12,read> 4.936258376664034E-5
<1197,fac1-1,roster1-3,read> 0.002767229002629896
<1198,registrar0-1,transcript2-18,read> 3.46901786961889E-4
<1199,admissions4-0,stu1-5application1-5,read> 1.0608373823128035E-4
<1200,app1-4,application1-4,checkStatus> 1.7267578394805915E-4
<1201,admissions0-1,stu4-0application4-0,read> 6.867970668522172E-5
<1202,admissions2-1,stu3-14application3-14,read> 1.104055729602519E-4
<1203,registrar4-1,roster5-7,read> 1.4761398859627962E-4
<1204,admissions0-1,stu3-6application3-6,read> 2.1679066416995397E-4
<1205,stu1-1,gradebook1-9,addScore> 2.5807388221344937E-4
<1206,stu4-17,gradebook4-6,readMyScores> 5.172378114216623E-5
<1207,registrar4-1,roster1-9,read> 2.529810308084949E-4
<1208,registrar4-0,roster1-6,write> 1.7520419276937797E-4
<1209,registrar2-1,transcript3-15,read> 3.671993820999181E-4
<1210,stu4-17,gradebook4-8,readMyScores> 6.131474512711084E-5
<1211,stu4-17,gradebook4-7,readMyScores> 4.855366272849929E-5
<1212,admissions2-0,application0-4,read> 6.014596987701937E-5
<1213,admissions0-1,stu0-13application0-13,setStatus> 2.1676765332339872E-4
<1214,registrar4-0,transcript1-6,read> 3.663214584347784E-4
<1215,admissions2-0,application0-3,setStatus> 6.890468612628125E-5
<1216,stu1-14,transcript1-14,read> 1.9194065578488455E-4
<1217,stu3-17,stu3-17application3-17,checkStatus> 0.001706457783602808
<1218,stu1-10,gradebook1-6,readMyScores> 4.5860950418063747E-5
<1219,admissions0-0,stu1-19application1-19,read> 5.149722534514936E-5
<1220,stu2-15,gradebook2-9,readMyScores> 9.65927686386269E-5
<1221,chair4,transcript4-7,read> 0.0011513563012311686
<1222,registrar0-1,roster4-1,write> 9.993209745164217E-5
<1223,registrar4-1,transcript2-14,read> 4.0842376717068287E-4
<1224,admissions4-1,stu0-15application0-15,setStatus> 1.3339272777559234E-4
<1225,admissions2-0,application0-2,setStatus> 6.723370687363989E-5
<1226,registrar0-1,transcript4-19,read> 3.67974283120596E-4
<1227,admissions2-0,application0-2,read> 5.9165662048803095E-5
<1228,admissions2-0,application0-1,setStatus> 6.779069995785367E-5
<1229,admissions2-0,application0-3,read> 6.0636123791127495E-5
<1230,admissions2-0,application0-0,setStatus> 7.001867229470886E-5
<1231,admissions2-1,application0-0,read> 5.964075445319247E-5
<1232,admissions4-1,stu1-12application1-12,setStatus> 1.3395865060865128E-4
<1233,admissions0-0,stu5-16application5-16,read> 1.5134717660150284E-4
<1234,admissions4-0,stu0-10application0-10,setStatus> 2.1880484529690679E-4
<1235,admissions2-1,application0-2,read> 5.726856667248876E-5
<1236,admissions2-1,application0-1,read> 5.7743004228629504E-5
<1237,admissions0-0,stu5-6application5-6,read> 3.466205914495022E-5
<1238,stu1-7,gradebook1-6,readMyScores> 9.515642135201771E-5
<1239,registrar0-1,roster2-8,read> 1.4199428882916937E-4
<1240,registrar0-1,roster2-7,read> 1.404650705514489E-4
<1241,admissions2-0,stu1-9application1-9,read> 1.4886382833059224E-4
<1242,admissions4-0,stu3-7application3-7,setStatus> 1.6153613351599927E-4
<1243,admissions2-0,stu3-14application3-14,read> 1.1406290042891449E-4
<1244,stu3-8,gradebook3-7,addScore> 1.586503340664998E-4
<1245,stu2-16,gradebook2-2,readMyScores> 2.0206244694226586E-4
<1246,stu4-16,gradebook4-7,readMyScores> 4.818160401027324E-5
<1247,registrar2-1,transcript3-16,read> 3.661493659947831E-4
<1248,stu2-4,gradebook2-9,readMyScores> 1.5214132568320464E-4
<1249,admissions2-1,application0-0,setStatus> 6.777358460590054E-5
<1250,admissions0-1,stu4-16application4-16,read> 1.7397734052202355E-4
<1251,admissions4-1,stu2-3application2-3,setStatus> 7.227306180523079E-5
<1252,registrar4-1,transcript2-15,read> 4.096367569506725E-4
<1253,admissions0-0,stu1-6application1-6,setStatus> 3.3451536810413966E-5
<1254,chair2,transcript2-0,read> 0.0013406596416038249
<1255,admissions0-0,application3-2,read> 1.4496142390487557E-4
<1256,admissions2-1,application0-2,setStatus> 6.507791667328269E-5
<1257,registrar0-1,transcript3-12,read> 3.539259523481247E-4
<1258,chair2,transcript2-1,read> 0.0011112010472127262
<1259,stu4-16,gradebook4-2,readMyScores> 8.750504448623457E-5
<1260,admissions2-1,application0-1,setStatus> 6.561705025980626E-5
<1261,chair1,transcript1-6,read> 0.00175942157636758
<1262,stu0-17,gradebook0-6,readScore> 4.2396036129019364E-5
<1263,admissions2-1,application0-4,read> 5.821744178477025E-5
<1264,stu2-10,gradebook2-5,addScore> 3.1080878677836743E-4
<1265,registrar4-1,transcript2-11,read> 4.035718080507242E-4
<1266,chair2,transcript2-2,read> 0.0011054645823529489
<1267,stu1-2,gradebook1-6,addScore> 3.6004838721011404E-4
<1268,registrar4-1,transcript4-11,read> 4.144887160706311E-4
<1269,admissions4-0,stu1-14application1-14,setStatus> 1.9073194736508932E-4
<1270,stu4-16,gradebook4-1,readMyScores> 6.874584883060424E-5
<1271,stu1-19,gradebook1-5,readScore> 8.55002639893131E-5
<1272,admissions2-1,application0-4,setStatus> 6.615618384632984E-5
